Applicant ID,Name,Education,Work Experience (Years),Skills,Certifications,Resume Keywords,Job Title,Required Skills,Experience Level Required,Industry Terms,Interview Score,Hiring Decision,Recruiter Notes
5800,Chris Lee,PhD,19,"Java, Project Management, Machine Learning, Data Analysis","AWS Certified, PMP","PMP, Python, SQL, Data Analysis",Project Manager,"SQL, Java, Python, Project Management",Senior-level,DevOps,4,Not Hired,Needs more experience
3162,John Doe,Master's,10,"Data Analysis, SQL, Java",Certified Data Scientist,"Big Data, Java, Project Management",Data Scientist,"SQL, Python, Machine Learning, Java",Senior-level,Cloud Computing,6,Hired,Needs more experience
2914,Michael Brown,Bachelor's,7,"Excel, Data Analysis, Java, Leadership, Machine Learning","Certified Data Scientist, PMP","Excel, PMP, DevOps, Big Data",Business Analyst,"SQL, Python, Java",Entry-level,Cloud Computing,1,Hired,Strong candidate
1365,Michael Brown,PhD,18,"Python, Project Management, Excel",AWS Certified,"Excel, Certified Data Scientist, Cloud Computing, Agile",Project Manager,"Python, Machine Learning, Java",Mid-level,Big Data,8,Hired,Good fit for the team
5408,Michael Brown,Bachelor's,6,"Leadership, Java, SQL",AWS Certified,"Agile, SQL, AWS Certified, Leadership, Data Analysis",Data Scientist,"Project Management, Machine Learning, SQL",Mid-level,DevOps,7,Hired,Needs more experience
2385,Chris Lee,PhD,5,"Python, Leadership, Machine Learning, Data Analysis",,"AWS Certified, Machine Learning, Cloud Computing",Data Scientist,"Machine Learning, Java, Python",Senior-level,Agile,3,Hired,Good fit for the team
8671,Chris Lee,Master's,12,"Python, Data Analysis",,"Data Analysis, Big Data, AWS Certified, Excel",Project Manager,"Java, Python",Senior-level,DevOps,1,Hired,Good fit for the team
9556,Chris Lee,Bachelor's,2,"Data Analysis, Excel, Machine Learning","AWS Certified, Six Sigma Green Belt","Leadership, PMP, Big Data",Project Manager,"Java, Project Management",Mid-level,Big Data,3,Not Hired,Strong candidate
3485,Sarah Johnson,Bachelor's,4,"Excel, Leadership, SQL, Data Analysis, Machine Learning",PMP,"Excel, Leadership, AWS Certified, SQL, Project Management, Machine Learning",Data Scientist,"Machine Learning, Java, SQL, Python",Senior-level,DevOps,7,Not Hired,Excellent technical skills
4053,Emily Davis,PhD,14,"Leadership, Project Management, Excel, Machine Learning",,"Python, Big Data, Project Management, Data Analysis, AWS Certified, Leadership",Data Scientist,"Project Management, Machine Learning, Java, Python",Senior-level,Cloud Computing,8,Not Hired,Good fit for the team
3981,Emily Davis,PhD,3,"Java, SQL, Python, Project Management",,"Leadership, Java, Cloud Computing",Business Analyst,"SQL, Python, Project Management",Senior-level,Agile,8,Not Hired,Strong candidate
2562,Emily Davis,Bachelor's,19,"Excel, Machine Learning, Java, SQL, Python","PMP, AWS Certified","AWS Certified, Project Management, Big Data, Leadership",Business Analyst,"SQL, Machine Learning, Project Management, Java",Entry-level,Cloud Computing,8,Not Hired,Good fit for the team
7616,Jane Smith,PhD,12,"Leadership, Python",AWS Certified,"Leadership, Data Analysis, DevOps, Certified Data Scientist, Java",Business Analyst,"Project Management, Java, SQL",Senior-level,Agile,5,Hired,Excellent technical skills
6785,Emily Davis,Master's,8,"Leadership, Data Analysis",PMP,"Excel, Leadership, Big Data, Agile, Java",Software Engineer,"Python, Machine Learning, Java",Mid-level,DevOps,10,Not Hired,Good fit for the team
9336,John Doe,PhD,17,"Leadership, Project Management, Machine Learning",,"Data Analysis, Big Data, Leadership, AWS Certified",Software Engineer,"SQL, Machine Learning, Python",Senior-level,Big Data,8,Not Hired,Good fit for the team
6651,Jane Smith,Bachelor's,19,"Project Management, Python, Machine Learning, Data Analysis","Six Sigma Green Belt, AWS Certified","Excel, Leadership, Cloud Computing",Project Manager,"Java, SQL",Mid-level,Agile,1,Hired,Excellent technical skills
9030,Jane Smith,Bachelor's,15,"Machine Learning, Python, Leadership",AWS Certified,"Excel, Agile, Big Data, PMP, Python",Business Analyst,"SQL, Java, Machine Learning, Project Management",Entry-level,Agile,7,Hired,Excellent technical skills
2739,Chris Lee,Master's,12,"Python, Excel","Six Sigma Green Belt, AWS Certified","Excel, Data Analysis, Big Data, SQL, Six Sigma Green Belt, Agile",Data Scientist,"Python, SQL, Machine Learning, Java",Senior-level,Big Data,3,Not Hired,Excellent technical skills
8225,John Doe,Bachelor's,7,"Data Analysis, Machine Learning, Python",AWS Certified,"Big Data, Certified Data Scientist, DevOps, Machine Learning, Leadership",Business Analyst,"Project Management, SQL",Mid-level,Big Data,8,Not Hired,Excellent technical skills
3903,John Doe,Master's,1,"Excel, Machine Learning, Data Analysis",,"Machine Learning, Cloud Computing, Leadership, Data Analysis, SQL",Data Scientist,"Python, Java",Mid-level,DevOps,6,Hired,Strong candidate
5920,Chris Lee,Bachelor's,2,"Data Analysis, Leadership, Python",,"Python, Data Analysis, Machine Learning, PMP, SQL, Six Sigma Green Belt",Project Manager,"Java, Machine Learning, SQL, Python",Entry-level,DevOps,5,Hired,Good fit for the team
8925,Emily Davis,Master's,2,"Java, Python",Six Sigma Green Belt,"Big Data, Six Sigma Green Belt, Certified Data Scientist, Java, Leadership, PMP",Project Manager,"Project Management, Machine Learning, Python, Java",Senior-level,Agile,1,Hired,Excellent technical skills
1388,Jane Smith,Bachelor's,3,"Leadership, Data Analysis",PMP,"SQL, Cloud Computing, AWS Certified, Data Analysis",Software Engineer,"Python, Project Management",Mid-level,DevOps,5,Not Hired,Needs more experience
8922,Jane Smith,PhD,12,"SQL, Machine Learning, Excel",Six Sigma Green Belt,"DevOps, AWS Certified, Cloud Computing",Business Analyst,"Machine Learning, Python, SQL",Mid-level,DevOps,5,Not Hired,Needs more experience
7176,Sarah Johnson,Master's,16,"Java, Python, Data Analysis, Machine Learning, Leadership",AWS Certified,"Cloud Computing, Agile, Data Analysis, Java, SQL",Business Analyst,"Python, SQL, Java, Machine Learning",Mid-level,Agile,5,Not Hired,Needs more experience
2392,Michael Brown,Master's,19,"Python, SQL, Leadership","AWS Certified, Certified Data Scientist","Data Analysis, Six Sigma Green Belt, SQL, Cloud Computing, Machine Learning",Business Analyst,"Project Management, Python, Java, SQL",Senior-level,Big Data,7,Hired,Strong candidate
5927,Emily Davis,PhD,19,"Leadership, Java, Machine Learning",,"Certified Data Scientist, Six Sigma Green Belt, Java, AWS Certified, Excel",Data Scientist,"Project Management, Java, Machine Learning, SQL",Entry-level,Agile,8,Not Hired,Good fit for the team
6393,Chris Lee,Bachelor's,20,"Python, Machine Learning",,"Project Management, Agile, Leadership, Excel, Certified Data Scientist, Six Sigma Green Belt",Software Engineer,"Project Management, Machine Learning",Senior-level,DevOps,5,Not Hired,Strong candidate
8303,John Doe,Master's,13,"Data Analysis, Leadership","PMP, Certified Data Scientist","Data Analysis, Cloud Computing, PMP",Data Scientist,"SQL, Java, Project Management, Python",Senior-level,Cloud Computing,2,Not Hired,Strong candidate
2500,Jane Smith,PhD,15,"Data Analysis, Machine Learning, Excel",,"DevOps, Project Management, PMP, Python",Data Scientist,"Java, Machine Learning, Project Management, Python",Senior-level,DevOps,3,Not Hired,Needs more experience
9443,Emily Davis,Bachelor's,17,"Leadership, Excel, Java",,"Cloud Computing, Java, PMP",Data Scientist,"Java, Machine Learning, Project Management",Mid-level,Agile,1,Hired,Needs more experience
8948,John Doe,Bachelor's,5,"Leadership, Project Management, SQL, Machine Learning, Data Analysis",,"Project Management, Agile, DevOps, Six Sigma Green Belt",Project Manager,"Java, Machine Learning, Project Management",Mid-level,Agile,2,Hired,Needs more experience
3988,Emily Davis,Bachelor's,12,"Leadership, Machine Learning, Data Analysis",PMP,"Project Management, Certified Data Scientist, Six Sigma Green Belt, Leadership",Data Scientist,"Machine Learning, Python",Entry-level,Cloud Computing,8,Not Hired,Excellent technical skills
3155,Jane Smith,PhD,10,"Project Management, Data Analysis, Python, Excel, Machine Learning","Certified Data Scientist, AWS Certified","Python, Agile, Project Management, Data Analysis, Cloud Computing, Certified Data Scientist",Data Scientist,"Project Management, Python",Entry-level,Cloud Computing,5,Hired,Needs more experience
8843,Emily Davis,Master's,18,"Python, Excel, Machine Learning, Leadership, Java",AWS Certified,"SQL, Leadership, DevOps, Machine Learning, Excel",Project Manager,"Machine Learning, Java, Project Management, Python",Senior-level,Cloud Computing,8,Not Hired,Needs more experience
7760,Jane Smith,Bachelor's,6,"Project Management, Machine Learning, Python, Excel","Six Sigma Green Belt, Certified Data Scientist","Java, SQL, PMP, Leadership",Data Scientist,"Machine Learning, Project Management, SQL, Java",Mid-level,Cloud Computing,5,Hired,Excellent technical skills
6555,Michael Brown,Bachelor's,10,"Leadership, Machine Learning, Python, Excel, Project Management",Certified Data Scientist,"Java, SQL, Project Management",Software Engineer,"Machine Learning, Java, SQL",Entry-level,Cloud Computing,1,Not Hired,Strong candidate
9096,John Doe,Bachelor's,1,"Project Management, Python, Machine Learning, Data Analysis","AWS Certified, Six Sigma Green Belt","SQL, DevOps, Machine Learning",Data Scientist,"Machine Learning, Java, Project Management, SQL",Mid-level,Cloud Computing,1,Hired,Needs more experience
5765,Sarah Johnson,PhD,18,"Excel, SQL, Java",,"Machine Learning, SQL, Java",Data Scientist,"SQL, Java",Entry-level,Agile,8,Not Hired,Strong candidate
2077,Michael Brown,Master's,5,"Excel, SQL, Python",,"SQL, Python, Project Management, Six Sigma Green Belt",Project Manager,"Machine Learning, Python, Java, SQL",Mid-level,Agile,10,Hired,Strong candidate
2833,Michael Brown,PhD,7,"Excel, Machine Learning, Data Analysis, Project Management",Certified Data Scientist,"AWS Certified, Python, Machine Learning",Data Scientist,"Java, SQL",Mid-level,DevOps,6,Hired,Good fit for the team
5971,John Doe,PhD,9,"Python, Excel, Data Analysis",Certified Data Scientist,"Leadership, PMP, Machine Learning",Business Analyst,"Java, Machine Learning",Mid-level,Big Data,6,Hired,Strong candidate
6390,Michael Brown,Bachelor's,15,"Python, Data Analysis, Leadership","AWS Certified, Six Sigma Green Belt","Project Management, AWS Certified, Data Analysis, Python, Machine Learning, Agile",Business Analyst,"Java, Machine Learning, Project Management",Mid-level,DevOps,2,Hired,Good fit for the team
7525,Chris Lee,PhD,14,"Java, Project Management",Certified Data Scientist,"Excel, Cloud Computing, SQL",Project Manager,"Project Management, Machine Learning",Senior-level,DevOps,10,Not Hired,Good fit for the team
3927,Sarah Johnson,Master's,18,"Data Analysis, Python",,"SQL, Certified Data Scientist, DevOps, Data Analysis, Six Sigma Green Belt, Cloud Computing",Business Analyst,"SQL, Project Management",Senior-level,DevOps,8,Not Hired,Good fit for the team
2436,Sarah Johnson,PhD,3,"Excel, Java, Data Analysis",PMP,"Leadership, Big Data, Cloud Computing, SQL",Business Analyst,"Project Management, Machine Learning, Java, Python",Senior-level,Cloud Computing,2,Not Hired,Excellent technical skills
2959,Jane Smith,Master's,7,"Leadership, SQL, Data Analysis, Python, Project Management",AWS Certified,"DevOps, Certified Data Scientist, AWS Certified",Project Manager,"Python, Project Management",Mid-level,Big Data,8,Hired,Good fit for the team
3466,Jane Smith,PhD,15,"Excel, Data Analysis","Six Sigma Green Belt, PMP","Excel, Certified Data Scientist, Java, Agile, DevOps",Business Analyst,"Machine Learning, Java",Mid-level,Agile,2,Not Hired,Excellent technical skills
6643,John Doe,Bachelor's,4,"Leadership, Python, Java, SQL, Excel",,"SQL, Certified Data Scientist, Agile, Big Data, AWS Certified",Business Analyst,"Machine Learning, Project Management, Java, Python",Entry-level,Agile,8,Not Hired,Excellent technical skills
1544,Michael Brown,PhD,5,"Leadership, Excel, Data Analysis, Java, SQL",,"DevOps, Agile, Cloud Computing, Six Sigma Green Belt, Big Data, Python",Project Manager,"SQL, Project Management, Python, Machine Learning",Entry-level,Agile,10,Hired,Strong candidate
9726,Michael Brown,PhD,15,"Project Management, Python, Excel, Leadership",,"Project Management, Python, PMP",Business Analyst,"Project Management, Machine Learning, Java",Entry-level,Cloud Computing,9,Hired,Excellent technical skills
5836,John Doe,PhD,19,"SQL, Project Management, Machine Learning","Certified Data Scientist, Six Sigma Green Belt","Certified Data Scientist, Excel, Python, Six Sigma Green Belt",Software Engineer,"Python, SQL",Entry-level,Agile,8,Hired,Excellent technical skills
5816,Jane Smith,Master's,14,"Project Management, Java",PMP,"PMP, Python, Leadership",Business Analyst,"SQL, Machine Learning, Java",Senior-level,Big Data,10,Hired,Good fit for the team
1632,Sarah Johnson,PhD,9,"Machine Learning, Excel, Leadership, Python","AWS Certified, Six Sigma Green Belt","Cloud Computing, Certified Data Scientist, Six Sigma Green Belt, Excel, Agile",Business Analyst,"Project Management, Python, Java",Senior-level,Cloud Computing,8,Hired,Excellent technical skills
4797,Sarah Johnson,Master's,13,"Java, Data Analysis",,"DevOps, Leadership, Agile, Big Data",Project Manager,"Machine Learning, Java",Senior-level,Agile,10,Hired,Excellent technical skills
5744,Chris Lee,PhD,20,"Machine Learning, Project Management, SQL, Java, Excel","PMP, Six Sigma Green Belt","Six Sigma Green Belt, Data Analysis, Excel",Data Scientist,"Project Management, SQL, Java, Python",Senior-level,DevOps,2,Not Hired,Needs more experience
3810,Chris Lee,Master's,4,"Java, Project Management","AWS Certified, PMP","Machine Learning, Excel, DevOps, Certified Data Scientist, Data Analysis, Leadership",Business Analyst,"Java, Machine Learning",Mid-level,Cloud Computing,1,Not Hired,Good fit for the team
3197,Jane Smith,PhD,3,"Project Management, Machine Learning, Data Analysis, Python, Java",,"Excel, Project Management, PMP, DevOps",Software Engineer,"Project Management, Python",Entry-level,Agile,1,Hired,Strong candidate
4419,Sarah Johnson,Master's,10,"Machine Learning, Python",Six Sigma Green Belt,"Big Data, AWS Certified, Python, SQL, Certified Data Scientist",Data Scientist,"SQL, Python",Mid-level,Cloud Computing,3,Not Hired,Strong candidate
4087,Jane Smith,Master's,13,"Java, Project Management, Leadership",,"Data Analysis, Agile, DevOps, Python, AWS Certified, PMP",Project Manager,"Python, Java, Project Management, SQL",Mid-level,DevOps,9,Not Hired,Good fit for the team
8847,John Doe,Bachelor's,19,"Excel, SQL, Python, Data Analysis, Machine Learning",Certified Data Scientist,"Six Sigma Green Belt, AWS Certified, Agile",Data Scientist,"Project Management, Python, Machine Learning, SQL",Entry-level,Agile,5,Hired,Good fit for the team
5146,Michael Brown,PhD,6,"Java, SQL","PMP, Six Sigma Green Belt","DevOps, Agile, AWS Certified, Excel",Software Engineer,"Python, SQL",Senior-level,Agile,1,Hired,Strong candidate
8779,Chris Lee,Bachelor's,9,"SQL, Project Management, Leadership, Data Analysis",PMP,"Data Analysis, Project Management, Agile",Data Scientist,"Project Management, Java",Senior-level,Cloud Computing,1,Not Hired,Excellent technical skills
1189,Chris Lee,PhD,5,"Python, Project Management, Java, Excel, Leadership",,"Python, Big Data, Cloud Computing, SQL",Data Scientist,"Python, Machine Learning",Entry-level,Agile,3,Not Hired,Strong candidate
3694,Emily Davis,PhD,11,"Excel, Java, Leadership, Python, Project Management","PMP, Six Sigma Green Belt","Certified Data Scientist, Agile, Big Data, Java",Data Scientist,"Python, Machine Learning, Java",Entry-level,Big Data,7,Not Hired,Strong candidate
4362,Emily Davis,PhD,8,"Machine Learning, Project Management, Java, Python, Leadership",,"Leadership, SQL, Data Analysis, AWS Certified",Software Engineer,"Java, SQL, Python",Mid-level,Cloud Computing,10,Hired,Excellent technical skills
4227,Jane Smith,Master's,1,"Data Analysis, Python",,"Agile, AWS Certified, Leadership, Big Data, Project Management",Software Engineer,"Project Management, Machine Learning, Java",Mid-level,Agile,7,Not Hired,Excellent technical skills
1223,John Doe,Master's,12,"SQL, Machine Learning, Leadership, Java",,"Project Management, Cloud Computing, DevOps",Business Analyst,"Python, Machine Learning, Project Management, Java",Mid-level,Big Data,3,Not Hired,Needs more experience
9839,Jane Smith,Master's,9,"Project Management, Data Analysis","Six Sigma Green Belt, Certified Data Scientist","Leadership, SQL, Cloud Computing, Six Sigma Green Belt, PMP",Project Manager,"Project Management, SQL, Java, Python",Senior-level,DevOps,10,Not Hired,Excellent technical skills
5277,John Doe,Bachelor's,3,"Data Analysis, SQL, Excel, Machine Learning, Python","Six Sigma Green Belt, PMP","Agile, Machine Learning, Java",Data Scientist,"Machine Learning, Java, Python, SQL",Entry-level,Big Data,4,Hired,Good fit for the team
9005,John Doe,Bachelor's,15,"Python, Java",PMP,"Six Sigma Green Belt, AWS Certified, Certified Data Scientist, Machine Learning, DevOps, Leadership",Project Manager,"SQL, Project Management, Machine Learning, Java",Mid-level,Agile,1,Not Hired,Needs more experience
1773,Emily Davis,Bachelor's,7,"Machine Learning, Data Analysis, Excel",,"Certified Data Scientist, PMP, Leadership, DevOps",Project Manager,"Java, SQL, Python",Mid-level,Cloud Computing,4,Hired,Strong candidate
1711,Chris Lee,Bachelor's,4,"Leadership, Project Management","PMP, AWS Certified","Machine Learning, Excel, Java",Project Manager,"Machine Learning, Python",Entry-level,Big Data,7,Not Hired,Needs more experience
2033,John Doe,Master's,12,"Data Analysis, Python, Java, Excel",,"Cloud Computing, Big Data, SQL, Excel, Leadership, Python",Business Analyst,"Java, SQL",Senior-level,Cloud Computing,10,Not Hired,Excellent technical skills
3190,Emily Davis,Master's,10,"Java, Project Management, Python, Leadership",Certified Data Scientist,"Leadership, Data Analysis, Python",Project Manager,"Python, Java",Senior-level,Cloud Computing,7,Hired,Excellent technical skills
9410,Chris Lee,PhD,20,"Python, Project Management, Excel",,"Leadership, Project Management, Agile, DevOps",Software Engineer,"Machine Learning, Python, Java, Project Management",Senior-level,Agile,3,Hired,Excellent technical skills
8259,John Doe,Master's,3,"Python, Excel, Java","Certified Data Scientist, AWS Certified","Excel, Certified Data Scientist, Big Data, Agile",Business Analyst,"Project Management, Java, SQL, Machine Learning",Senior-level,Cloud Computing,6,Not Hired,Excellent technical skills
9618,Emily Davis,PhD,7,"Leadership, Excel, Project Management, Python, Machine Learning",,"DevOps, Agile, AWS Certified, Leadership, SQL, Cloud Computing",Software Engineer,"Java, Machine Learning, Python, Project Management",Mid-level,Cloud Computing,5,Not Hired,Needs more experience
3662,Chris Lee,Bachelor's,11,"Machine Learning, Python, Project Management, Excel, Leadership","AWS Certified, Six Sigma Green Belt","SQL, Certified Data Scientist, DevOps, AWS Certified",Project Manager,"Machine Learning, Python",Mid-level,Big Data,1,Not Hired,Good fit for the team
4850,Emily Davis,PhD,16,"Machine Learning, Project Management",,"Six Sigma Green Belt, Big Data, Certified Data Scientist, Cloud Computing, Project Management",Software Engineer,"Project Management, Python",Mid-level,DevOps,7,Hired,Needs more experience
9541,Sarah Johnson,Bachelor's,12,"SQL, Java, Leadership, Project Management","PMP, AWS Certified","Project Management, PMP, Data Analysis, Python, Big Data, Leadership",Data Scientist,"Python, Java",Entry-level,Big Data,2,Hired,Needs more experience
9801,Michael Brown,Master's,17,"SQL, Leadership","PMP, AWS Certified","Python, Cloud Computing, Data Analysis",Software Engineer,"SQL, Project Management, Java, Machine Learning",Entry-level,Cloud Computing,4,Hired,Strong candidate
8238,John Doe,PhD,3,"Machine Learning, Leadership, Python","AWS Certified, Six Sigma Green Belt","Certified Data Scientist, SQL, Cloud Computing",Data Scientist,"SQL, Machine Learning, Java, Project Management",Senior-level,DevOps,9,Hired,Needs more experience
1538,Michael Brown,Bachelor's,2,"SQL, Python, Project Management, Leadership, Data Analysis",,"Python, Project Management, Cloud Computing",Data Scientist,"Java, Project Management, Python",Senior-level,Big Data,7,Not Hired,Strong candidate
8837,Michael Brown,Bachelor's,8,"Leadership, Java",,"PMP, Java, SQL",Software Engineer,"Project Management, Python, Machine Learning, Java",Mid-level,Big Data,2,Hired,Strong candidate
3381,Emily Davis,PhD,8,"Project Management, Data Analysis, Leadership, SQL, Excel",,"Machine Learning, SQL, Project Management, PMP, Certified Data Scientist",Project Manager,"Project Management, Machine Learning, Python",Entry-level,Cloud Computing,2,Not Hired,Excellent technical skills
7373,Jane Smith,Bachelor's,12,"Java, Project Management",Certified Data Scientist,"Six Sigma Green Belt, DevOps, Cloud Computing, Data Analysis, Python",Business Analyst,"Machine Learning, Python",Senior-level,Agile,1,Hired,Excellent technical skills
5970,Chris Lee,PhD,3,"Project Management, Leadership, Data Analysis, Excel, Machine Learning",,"Data Analysis, Certified Data Scientist, Python, Cloud Computing, AWS Certified, SQL",Data Scientist,"Java, Project Management, SQL, Machine Learning",Entry-level,DevOps,5,Not Hired,Excellent technical skills
7970,Michael Brown,PhD,17,"Java, Leadership, Excel, Data Analysis, Python","PMP, Six Sigma Green Belt","Python, Project Management, Excel",Software Engineer,"Java, Python, SQL",Senior-level,Big Data,7,Hired,Excellent technical skills
2269,Chris Lee,PhD,12,"Python, Data Analysis","AWS Certified, Six Sigma Green Belt","Leadership, Python, Cloud Computing, Project Management, SQL",Software Engineer,"Machine Learning, Project Management, Java, Python",Mid-level,Big Data,5,Hired,Excellent technical skills
8741,Michael Brown,PhD,20,"Project Management, Excel, Leadership, Python, Machine Learning",AWS Certified,"Excel, Six Sigma Green Belt, Agile",Data Scientist,"Python, Java, Project Management, SQL",Mid-level,DevOps,2,Hired,Needs more experience
9736,Chris Lee,Bachelor's,6,"Excel, Data Analysis, SQL, Python, Java",Six Sigma Green Belt,"SQL, Data Analysis, DevOps, Cloud Computing",Software Engineer,"Java, SQL, Python, Machine Learning",Senior-level,Big Data,5,Not Hired,Good fit for the team
9941,Sarah Johnson,PhD,5,"Java, Data Analysis","AWS Certified, Certified Data Scientist","Python, Six Sigma Green Belt, Java",Project Manager,"Python, Project Management, SQL",Entry-level,Cloud Computing,10,Not Hired,Needs more experience
8057,Michael Brown,PhD,7,"SQL, Machine Learning, Python","Certified Data Scientist, Six Sigma Green Belt","Project Management, Excel, Agile, SQL, AWS Certified",Business Analyst,"Java, Project Management, SQL",Entry-level,Cloud Computing,3,Not Hired,Strong candidate
6470,Michael Brown,Master's,3,"Project Management, Excel",,"Python, Project Management, PMP",Software Engineer,"Python, Java",Entry-level,Cloud Computing,1,Not Hired,Needs more experience
6748,Sarah Johnson,PhD,5,"Data Analysis, Python",,"Six Sigma Green Belt, DevOps, Project Management, Python, Excel, SQL",Business Analyst,"SQL, Java, Python",Mid-level,DevOps,6,Not Hired,Good fit for the team
7998,Chris Lee,Bachelor's,16,"Java, Project Management",,"Excel, Leadership, PMP, Machine Learning, Six Sigma Green Belt",Business Analyst,"Python, Project Management, Machine Learning, SQL",Entry-level,Agile,10,Hired,Strong candidate
3582,John Doe,Bachelor's,12,"Project Management, Java",Six Sigma Green Belt,"Excel, AWS Certified, Project Management",Data Scientist,"Java, Python",Entry-level,DevOps,1,Not Hired,Excellent technical skills
4415,Jane Smith,Master's,6,"Machine Learning, Data Analysis, Excel","Six Sigma Green Belt, PMP","Java, Big Data, Six Sigma Green Belt",Data Scientist,"Project Management, Machine Learning, Python",Mid-level,DevOps,5,Not Hired,Strong candidate
7703,Chris Lee,Bachelor's,11,"Java, Data Analysis, Excel, SQL, Project Management","PMP, Certified Data Scientist","SQL, Data Analysis, Java, Leadership, DevOps, PMP",Software Engineer,"Machine Learning, Java",Mid-level,Agile,9,Hired,Excellent technical skills
7283,Sarah Johnson,Bachelor's,4,"Python, Leadership, Machine Learning, SQL, Project Management",,"Leadership, Java, DevOps",Project Manager,"Machine Learning, Python, Java, SQL",Senior-level,DevOps,3,Hired,Excellent technical skills
5157,Emily Davis,Bachelor's,14,"Excel, Project Management, SQL",,"Project Management, AWS Certified, Cloud Computing, Leadership",Data Scientist,"Python, Machine Learning",Entry-level,Cloud Computing,6,Not Hired,Excellent technical skills
5813,Emily Davis,PhD,14,"Excel, Machine Learning, Project Management",Six Sigma Green Belt,"Big Data, Leadership, Cloud Computing, Certified Data Scientist, Data Analysis",Data Scientist,"Java, Machine Learning",Entry-level,Big Data,8,Hired,Excellent technical skills
6089,John Doe,PhD,18,"Data Analysis, Machine Learning, Java, Excel","Certified Data Scientist, Six Sigma Green Belt","AWS Certified, Data Analysis, Project Management",Software Engineer,"Python, Machine Learning, Java, Project Management",Entry-level,Agile,5,Not Hired,Needs more experience
7123,Chris Lee,PhD,17,"Project Management, Data Analysis",,"Certified Data Scientist, Agile, Machine Learning, PMP, Java",Data Scientist,"Project Management, Python, Machine Learning, SQL",Senior-level,Agile,1,Hired,Good fit for the team
1288,Chris Lee,PhD,13,"Excel, Project Management, Machine Learning, SQL",Six Sigma Green Belt,"Big Data, Data Analysis, Project Management",Data Scientist,"Project Management, Java",Mid-level,Agile,3,Hired,Strong candidate
8701,Emily Davis,PhD,19,"Excel, Data Analysis",Certified Data Scientist,"Java, Certified Data Scientist, Data Analysis, Python, SQL, Six Sigma Green Belt",Project Manager,"Project Management, Java",Senior-level,Cloud Computing,5,Hired,Needs more experience
7545,Emily Davis,Master's,18,"Data Analysis, Python, Project Management, Leadership","AWS Certified, Six Sigma Green Belt","Python, Six Sigma Green Belt, DevOps, PMP, SQL",Business Analyst,"Machine Learning, SQL, Java",Mid-level,Big Data,10,Hired,Strong candidate
9430,Sarah Johnson,Master's,13,"Leadership, Machine Learning, SQL, Java, Excel","Six Sigma Green Belt, AWS Certified","Python, AWS Certified, Machine Learning, PMP, Cloud Computing, DevOps",Business Analyst,"Project Management, Python, Machine Learning",Mid-level,Big Data,8,Hired,Excellent technical skills
1431,Jane Smith,Master's,14,"Python, Data Analysis, Excel","PMP, Certified Data Scientist","SQL, Cloud Computing, AWS Certified, Data Analysis, Machine Learning",Data Scientist,"Java, Machine Learning, Python, Project Management",Senior-level,Big Data,4,Not Hired,Excellent technical skills
1884,John Doe,Master's,6,"Project Management, Python, Machine Learning, Data Analysis",Six Sigma Green Belt,"Six Sigma Green Belt, PMP, Leadership, Certified Data Scientist, Big Data",Software Engineer,"Python, SQL",Entry-level,DevOps,4,Hired,Excellent technical skills
1189,Sarah Johnson,PhD,5,"Leadership, Python","PMP, AWS Certified","Excel, Leadership, Cloud Computing, SQL, DevOps",Project Manager,"Python, SQL, Machine Learning, Project Management",Entry-level,Big Data,3,Not Hired,Needs more experience
8021,Sarah Johnson,Bachelor's,7,"Leadership, Python, Data Analysis",,"Excel, PMP, AWS Certified, DevOps, Leadership, Machine Learning",Software Engineer,"SQL, Java",Senior-level,Cloud Computing,8,Not Hired,Needs more experience
6063,John Doe,Bachelor's,11,"Java, Excel, Data Analysis, Python",,"DevOps, Project Management, SQL, Six Sigma Green Belt, Java",Project Manager,"Machine Learning, Project Management",Entry-level,DevOps,4,Not Hired,Excellent technical skills
4679,Chris Lee,Bachelor's,15,"Data Analysis, Excel, Leadership, Java","AWS Certified, Six Sigma Green Belt","Excel, DevOps, Machine Learning, Cloud Computing, PMP, AWS Certified",Business Analyst,"Project Management, SQL",Senior-level,DevOps,8,Not Hired,Strong candidate
9790,Jane Smith,Master's,6,"Java, Leadership, Excel, Project Management, Python",Six Sigma Green Belt,"Cloud Computing, Excel, SQL, Big Data",Data Scientist,"Project Management, Java, SQL",Entry-level,DevOps,8,Not Hired,Needs more experience
3791,Michael Brown,Master's,10,"SQL, Data Analysis, Java, Python, Leadership",,"SQL, Six Sigma Green Belt, AWS Certified, DevOps, Data Analysis, Project Management",Project Manager,"Java, SQL, Machine Learning, Project Management",Entry-level,Big Data,9,Hired,Needs more experience
2572,Michael Brown,PhD,20,"Project Management, SQL, Machine Learning","AWS Certified, Certified Data Scientist","Agile, Cloud Computing, Leadership, Project Management, Certified Data Scientist",Software Engineer,"Project Management, Java",Entry-level,DevOps,4,Not Hired,Strong candidate
5049,Emily Davis,Bachelor's,7,"Java, SQL, Excel",,"Excel, DevOps, Six Sigma Green Belt, Java",Software Engineer,"SQL, Java, Python",Entry-level,Agile,1,Not Hired,Needs more experience
2449,Jane Smith,PhD,18,"Excel, Machine Learning","Certified Data Scientist, PMP","SQL, Cloud Computing, Certified Data Scientist",Data Scientist,"Project Management, SQL, Java, Python",Senior-level,DevOps,8,Hired,Needs more experience
